Name,Star Rating,Verifed Review,Helpful Vote Count,Date,Author,Author Link,Review Link,Review Text
Good buy,5,YES,0," May 24, 2017",Malory,https://amazon.com//gp/profile/amzn1.account.AEBTICZAPYWYZPJB3KBGQ2PFIJRQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R21WKERC564OMJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Good umbrella! Strong and sturdy
Five Stars,5,YES,0," August 12, 2017",Cynthia,https://amazon.com//gp/profile/amzn1.account.AEI5RA3723FOZNIQCFYVNLN3VPBQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R38XTKXTI4TLSZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great umbrella
Looks like a very sturdy umbrella,5,YES,0," April 16, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGKZUTP4R3BOUF7LEKW4F6N4ZVDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2B7NJ90KCSW0Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Looks like a very sturdy umbrella. The mechanics of the umbrella work smoothly. The materials used are of good quality.
Five Stars,5,YES,0," January 24, 2017",Daniel Day,https://amazon.com//gp/profile/amzn1.account.AH5EGB7HLFV2XD5X4WPCWCADLVJA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R121JUIZ549WEO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great umbrella! Would buy again
Five Stars,5,YES,0," April 26, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AH2PTHPQYHFHDDVTS2KH2YFPM5LQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3998BBVA5EE6D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,wow a quality umbrella at a good price
Five Stars,5,YES,0," July 16, 2017",Bob Schwetje,https://amazon.com//gp/profile/amzn1.account.AHDTUATAQQ3OR5JI5F46IS4ZYHZQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RKZS49SW8KY6F/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent umbrella!
Five Stars,5,YES,0," June 8, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AF6IKS22U5MKY2K6ZBNQBGVWIOWA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R30C7AIEL14RCT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Great product, best service"
Five Stars,5,YES,0," April 9, 2017",Michael Graziano,https://amazon.com//gp/profile/amzn1.account.AGULYNQ55C3JQPOZMHUISUEEDXAA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3RJAMTN3D2ZAQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great product
Great choice !,5,YES,0," September 5, 2016",Barbara,https://amazon.com//gp/profile/amzn1.account.AGIJMAX4HNEKULQUEIUDKVEJTB4A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R30ZIW0ZYQLRFG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Umbrella was exactly as I ordered
One Star,1,YES,0," February 9, 2017",Allison Renner,https://amazon.com//gp/profile/amzn1.account.AEQF4GQFQ573CIK2F5RFAVARDZPA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R834CNOF9IRAY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Worst purchase ever...it broke the first day I used it
Five Stars,5,YES,0," April 6, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AEZHJ2UKW6O7AP34IFPPECY6UQRA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R7CJPTNN8CEXG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great product and great customer service.
Very happy,5,YES,0," April 23, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFX667B4QKNCUYGD6RQZCMCDEIBQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R37MC615MIV51I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great quality product + great service
It's a pity because when it did open it looked like an awesome umbrella,1,YES,3," April 28, 2017",Olive McDarby,https://amazon.com//gp/profile/amzn1.account.AE3T27KN3YGCTG4XSLWUIKQNEKQA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RP2ZPPWFZIMJL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"The release button on this umbrella was stiff and would only open after fiddling and forcing it for a few minutes. Not something I wanted to do whilst standing in the rain!  Also, the gathered material beneath the cap at the top was fraying. It's a pity because when it did open it looked like an awesome umbrella. I returned it :-("
Looks good.,5,YES,0," March 14, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGGTPAWGKVUHKFIL2237QYFZ6EPA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R28E4UWYCUL01U/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Appears well made.
Five Stars,5,YES,0," July 13, 2017",Hagen dean,https://amazon.com//gp/profile/amzn1.account.AGXP67ERH5Y4RK372RSEYPS6FRWA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R26IUIALFV704A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent product
Five Stars,5,YES,0," May 11, 2017",AS,https://amazon.com//gp/profile/amzn1.account.AF3ENNPSLZO6C4SAJAXQOKX3ZCHQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RCNFJ2YMKZ2KV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Sturdy and compact.
Five Stars,5,YES,0," June 30, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AEFHY2HM5BGIG5MP2USINIEM23AQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/ROF4TP6BHDW9B/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Exactly as described!
Five Stars,5,YES,0," February 11, 2017",Ernest LeBlanc,https://amazon.com//gp/profile/amzn1.account.AFRI3M4G55IRHWP6Z5FOOJCQK7BA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R39BQAG9ITKYVL/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great umbrella. Exactly as advertised.
... had a chance to use it yet but I like it!,5,YES,0," February 13, 2017",Lu Ann L Grigg,https://amazon.com//gp/profile/amzn1.account.AGVI26QRISJLN6M47GBDYEKM32QA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RPO4Z55FGUBBG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,I haven't had a chance to use it yet but I like it!
Five Stars,5,YES,0," October 9, 2016",R Corey Waller,https://amazon.com//gp/profile/amzn1.account.AGBDGL6RC4NLIANZIH5FLQTOPNMA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1TYOWSRRWDC6S/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,perfect travel equipment
Five Stars,5,YES,0," October 9, 2016",anon,https://amazon.com//gp/profile/amzn1.account.AHZPWR2EVAQ6SK7Y5JCHFGSRXHKA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2TXEP11BUPNSU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Nice and sturdy.  Opens and closes very efficiently
Repel EasyTouch Umbrella,5,YES,0," April 22, 2017",NOEL PAULY,https://amazon.com//gp/profile/amzn1.account.AGGKXTELAIMOAFGVXS2LOG7ADJ5Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RB2ES9WEXDD9P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Nice, heavy duty umbrella. Love it!"
Five Stars,5,YES,0," January 25, 2017",Nicholas Fryman,https://amazon.com//gp/profile/amzn1.account.AGRTFXPS2QL2DRRJG747KH5BLZPA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RIJI2K8F4KS0T/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Umbrellas arrived when promised and work like a charm.
Buy one!,5,YES,0," July 2, 2016",Dub Wynn,https://amazon.com//gp/profile/amzn1.account.AE6VRM7CCS733GH7PFU5ETPRZP6A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RPRV2KBYJB5L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Great product, great service!!"
Love it,5,YES,0," January 19, 2017",beto guedes,https://amazon.com//gp/profile/amzn1.account.AGHW436Q2RWR6GLFLVTFN23WWJLA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RK91SVW1968S2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great umbrella
Five Stars,5,YES,0," January 12, 2017",Gretchen Pusch,https://amazon.com//gp/profile/amzn1.account.AFGMKHX22T6ICHIAJ5F4A6ZQDKTA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RSZU2FX9CK87R/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great!  Thanks.
Five Stars,5,YES,0," May 1, 2017",AA,https://amazon.com//gp/profile/amzn1.account.AGPSAQXAWTAKYVJSQN7LN6QKQ4OQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3G385XZF0QWZI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Good
Five Stars,5,YES,0," June 4, 2017",ack Havel,https://amazon.com//gp/profile/amzn1.account.AFWIAY2JVDQTDLTMGCNZQXDPBWLA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R23YZH9OU8WYZU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,everything was just fine
Five Stars,5,YES,0," January 15, 2017",Jessica Overstreet,https://amazon.com//gp/profile/amzn1.account.AHVJWMTYA7HDCZ7KLQIZIV3OTHRQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3MG9IKJMJEPSN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great umbrella
Repel brand is great,5,YES,0," January 24, 2017",Mike,https://amazon.com//gp/profile/amzn1.account.AEXR3SU4TNX6YKKEEMVVFQXRRHVQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R77TSHWK63M3D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,All perfect!
Great buy,5,YES,0," July 12, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFQHEPQQYBJHDJCLWX76NNYWLQAA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RKHIOB7IE0JNO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Awesome product
"Out of the box, did not close correctly. ...",1,YES,5," March 14, 2016",Michael,https://amazon.com//gp/profile/amzn1.account.AH3XH6MSPESDF4E7VCVPBMRWTW3A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2FBLV4BO2Z1JD/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Out of the box, did not close correctly. Also it was very difficult to collapse. Returned. No second chances unfortunately in a competitive market."
Sturdy umbrella but it rusts,3,YES,0," October 22, 2016",Kim,https://amazon.com//gp/profile/amzn1.account.AGTMHQKM3OQE2U4YD7AXLWDDBBYA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RQH2AVW4XZUST/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,The rods are already getting rust on the umbrella top after only 4 uses.
Four Stars,4,YES,0," September 25, 2016",Carminia M Dela Cruz,https://amazon.com//gp/profile/amzn1.account.AGTK5RM2IZGW6BDCYJAIPXPLHZMQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2GDVWFPCFAA32/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Good size, fits in my bag.  Really like the push button open and close feature"
Five Stars,5,YES,0," August 3, 2017",Jesus N.,https://amazon.com//gp/profile/amzn1.account.AHEMENUGRYAPSTHZGTJZPBZWLRZA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RMAJGV0CV6LIH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Love it!
Five Stars,5,YES,0," June 28, 2016",Katie Cali,https://amazon.com//gp/profile/amzn1.account.AHBCRNZBKCWNAHIFSXOPSV54JK7Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R25Q3U5DMGBR24/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,The perfect travel umbrella!
Very nice,5,YES,0," January 27, 2017",A. Martinez,https://amazon.com//gp/profile/amzn1.account.AHVMGRK3VXRK5EZ7YOBJRHKJZGXQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1ETYNLVZ204HV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Very nice umbrella, would buy again."
Five Stars,5,YES,0," September 1, 2016",cf,https://amazon.com//gp/profile/amzn1.account.AFSTZO7KNJ344FZF43FDAJPZIR2Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RB0ROMKFEGEKO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Great quality umbrella, good size to travel with also!"
Five Stars,5,YES,0," May 26, 2017",Jillian Harris,https://amazon.com//gp/profile/amzn1.account.AFGI6FUZ6UXTJSC54WD3ACOIPUHQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1P7ERIFJDQBN4/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent
Five Stars,5,YES,0," April 11, 2017",Shawn,https://amazon.com//gp/profile/amzn1.account.AHZB263IBXPXSUYIVNGQ6KX2P6OA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3C3ZIUB8U0NOW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Quality umbrella for a good price
Five Stars,5,YES,0," July 6, 2016",Vy,https://amazon.com//gp/profile/amzn1.account.AH6U4QSPH4EAEKSKX2B2V6UZJ3NQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R17LYVYTX5L50Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Exactly what I've been looking for:)))
Four Stars,4,YES,0," June 12, 2016",AGardner,https://amazon.com//gp/profile/amzn1.account.AG3A4APVO43HBWRJ3D4DOTUSVZUA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RIKZYXRU3AAOZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"very sturdy, but hard to close"
One Star,1,YES,5," August 14, 2017",chasexclamationpoint,https://amazon.com//gp/profile/amzn1.account.AHH6GEPYWMH554QW4DBLLXATNXZA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RAJB5CD078TY9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Not exactly ""windproof."""
very sturdy.,5,YES,0," October 1, 2016",Elizabeth Ramsey,https://amazon.com//gp/profile/amzn1.account.AESML6ZSXT3MO6BRP3WPV7B5NRDA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R387IDDTSGGRXH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Arrived as expected, very sturdy."
I love this umbrella,5,YES,0," October 18, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFS5YWHTZ4L62F3TS76OLB2ZFQJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2D0GC2KYVHDZG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"So far, I love this umbrella."
Five Stars,5,YES,0," February 3, 2017",Veronica,https://amazon.com//gp/profile/amzn1.account.AFHKYCKSRQUKA7SXQC45CYR2T7BQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R380NYD2MACQYX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great service and product as well
Great Value,5,YES,0," September 23, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AEDBICOYZHB6UYUN7SS4ICERUXDQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1Y4FBLDVYR5YR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"I have owned this for several weeks, and so far it has performed flawlessly."
Five Stars,5,YES,0," March 16, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFWRGN2RCGL353UZJCBTN32F56DQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RUSUL9QNZSX9M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,It's a great very reliable umbrella!
Five Stars,5,YES,0," February 4, 2017",Tiffany Tran,https://amazon.com//gp/profile/amzn1.account.AFA7JVJ2QJGI5EVOL3CF3OKHJXCQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R396GEA62BZAUS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great product. Easy to use and seems durable!
Five Stars,5,YES,0," August 23, 2016",mkredd,https://amazon.com//gp/profile/amzn1.account.AHYDKUZWHQGOUO2JVGMK2WYQW62Q/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1FFH6YLJTCS2N/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great product!! Great customer service.
Five Stars,5,YES,0," April 9, 2017",KelseyXiong,https://amazon.com//gp/profile/amzn1.account.AETTCRKS4RWW55SSPTCVZFOSRLJQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1XDKIV83BQ7X2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Satisfied so far
Five Stars,5,YES,0," September 24, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AF42GIUF6ZW4VGNHJJPRXPHDN57A/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2YOMKXSJ8YFPC/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"great quality products, timely shipping & great customer service.+1"
Five Stars,5,YES,0," September 5, 2016",Anonymous,https://amazon.com//gp/profile/amzn1.account.AGLB2HTQ3PNZ2BUMJAWT5DTEQGGQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1KANZD3Q6TOFR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Sturdy and has a more robust support than an average umbrella.
Five Stars,5,YES,0," May 27, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AED2J5YWH3YE6L3Z6U3O4TAW5XWA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2JCA2UYNVAZ66/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent product.
Five Stars,5,YES,0," January 8, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AH3E3L2ODYEJ6BNDSLZRMR76VTBQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1GH7U98450F1W/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,an excellent umbrella
Five Stars,5,YES,0," August 29, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AGYDB344EJNGD7WQEN4FPJFRRKXA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/REPJ65SLFR652/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Great size, weight and feels sturdy!"
Five Stars,5,YES,0," May 11, 2016",Joseph,https://amazon.com//gp/profile/amzn1.account.AGC2GYYO6VVAWWMETL4PD3RQBNNQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2I4KXEN7DRYBA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,"Small enough to fit unnoticeably in my backpack, the umbrella has sufficiently held the rain at bey."
Five Stars,5,YES,0," January 13, 2017",wynnej82,https://amazon.com//gp/profile/amzn1.account.AEIRNJ7JXWCIQUVMCUOSHB3CQPSQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1WHJ0ZEJLSZ2Y/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Works great so far!
Four Stars,4,YES,0," July 13, 2017",Robert,https://amazon.com//gp/profile/amzn1.account.AE5S7K67IV6J3I4IF5JU3276QSTA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/RQAO4JZ0AEK1Z/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great.
Broke on first use,1,YES,0," October 24, 2016",Ariel Feiglin,https://amazon.com//gp/profile/amzn1.account.AH3XE3PDLIZQJSOZREHVRQNAN2PQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R24ML9JFO8WJGX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Unfortunately one of the arms broke upon first use in calm rain.
Great umbrella,5,YES,0," April 5, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AE5RQAQ7MGEJ64LFBMWS6ALJJBWA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R3DTE991AZB040/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Works well and keeps me dry.
Perfect for travel when I go to,5,YES,0," May 12, 2016",Matthew Osborne,https://amazon.com//gp/profile/amzn1.account.AEBLPKQ5RGH4DC52SOWWH2OMP4IA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R15GLNFRCEIPLU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Arrived quickly and as stated. Perfect for travel when I go to Ireland
Five Stars,5,YES,0," January 22, 2017",Pau Garcia Buzzi,https://amazon.com//gp/profile/amzn1.account.AFYI7P7VLIWGUDRIK5ENL7EJBZCA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2RHEVGZV9FLM0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Really good umbrella. Small and very robust!
Five Stars,5,YES,0," June 27, 2017",Jeffrey Ehlenbach,https://amazon.com//gp/profile/amzn1.account.AEVQYJJA7F4QB2YTN5GHNIVLG5AA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R2OO59KJ3V9QOJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Excellent
Five Stars,5,YES,0," March 26, 2017",Donna Chung,https://amazon.com//gp/profile/amzn1.account.AGDGUI2ALZGO6JLAJUIVHOTRXPDQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1XUHPW79E9MIX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Nice size and quality product.
Great Umbrell! It really works the way they say ...,5,YES,0," April 17, 2016",B. Thomas,https://amazon.com//gp/profile/amzn1.account.AFA4GAKUO4GFFSLZQUKJGCSW5MHA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R16WGCR4IFERFT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great Umbrell!It really works the way they say it does.
Five Stars,5,YES,0," September 20, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AHNGCOLF74JAIQT3ZJBCA5FARLEA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1WSLNT0B88LN7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,It's great my wife likes it.
Five Stars,5,YES,0," May 12, 2017",Tom Schumacher,https://amazon.com//gp/profile/amzn1.account.AHU7ALQGXDY5CHKFEOXCUJN4BPNQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1NCY8ZKWK8YZ7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,excellent product.
Four Stars,4,YES,0," August 28, 2016",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFYV6AYMOLCHFBEBHSGHL45SIIEQ/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1XOK07D7ML7W2/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,reasonable quality.
Five Stars,5,YES,0," January 16, 2017",Amazon Customer,https://amazon.com//gp/profile/amzn1.account.AFCZBJ4WM77XQUIVGMT2GBUDEVNA/ref=cm_cr_arp_d_pdp?ie=UTF8,https://amazon.com//gp/customer-reviews/R1Z1U7U7GZUIYP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B0160HYB8S,Great umbrella. Fast delivery
